0.9717,-0.000018373,
1.949,0.0023833,
2.9262,0.0085379,
2.2743,0.013951,
0.42983,0.019673,
-1.4146,0.025568,
-3.2591,0.031379,
-3.013,0.037097,
-2.5821,0.042815,
-2.1513,0.048532,
-1.7205,0.05425,
-1.2896,0.059968,
-0.85878,0.06558,
-0.42795,0.071305,
0.0028907,0.077029,
0.43373,0.082753,
0.86457,0.088478,
1.2954,0.094202,
1.7262,0.099926,
1.6301,0.10565,
0.94779,0.11138,
0.26548,0.1171,
-0.41683,0.12282,
-1.0991,0.12855,
-1.7814,0.13427,
-2.4638,0.14,
-3.1461,0.14572,
-3.2718,0.15145,
0.32506,0.15717,
3.922,0.16289,
7.5189,0.16862,
11.116,0.17434,
14.713,0.18007,
22.561,0.18579,
33.368,0.19152,
44.175,0.19724,
55.129,0.20296,
67.276,0.20869,
79.423,0.21441,
110.67,0.22014,
144.08,0.22586,
197.61,0.23159,
251.14,0.23731,
304.66,0.24303,
358.19,0.24876,
415.73,0.25448,
475.59,0.26021,
535.45,0.26593,
595.32,0.27166,
683.71,0.27738,
759.63,0.2831,
863.96,0.2888,
986.5,0.2945,
1109,0.3002,
1252.5,0.3059,
1395.1,0.31163,
1580.4,0.31735,
1750.3,0.32308,
1920.1,0.3288,
2105.2,0.33452,
2290.8,0.34025,
2489.8,0.34597,
2688.7,0.3517,
2887.7,0.35742,
3086.7,0.36315,
3301.8,0.36887,
3517.4,0.3746,
3733.1,0.38032,
3948.7,0.38605,
4164.3,0.39177,
4380,0.39749,
4612.5,0.40322,
4845,0.40894,
5077.1,0.41467,
5309.1,0.42039,
5541.1,0.42612,
5773.1,0.43184,
6005.1,0.43757,
6237.1,0.44329,
6473.9,0.44902,
6712.6,0.45474,
6951.4,0.46046,
7190.1,0.46619,
7428.9,0.47191,
7667.6,0.47764,
7906.4,0.48336,
8145.1,0.48909,
8383.9,0.49481,
8622.6,0.50054,
8861.4,0.50626,
9129,0.51199,
9374.9,0.51771,
9620.8,0.52343,
9866.6,0.52916,
10113,0.53488,
10358,0.54061,
10604,0.54633,
10853,0.55206,
11105,0.55778,
11356,0.56351,
11607,0.56923,
11857,0.57496,
12102,0.58068,
12352,0.5864,
12603,0.59213,
12869,0.59785,
13136,0.60358,
13397,0.6093,
13659,0.61503,
13920,0.62075,
14182,0.62648,
14443,0.6322,
14705,0.63793,
14966,0.64365,
15228,0.64937,
15487,0.6551,
15742,0.66082,
15997,0.66655,
16252,0.67227,
16508,0.678,
16763,0.68372,
17018,0.68945,
17274,0.69517,
17529,0.7009,
17784,0.70662,
18035,0.71234,
18277,0.71807,
18520,0.72379,
18762,0.72952,
19004,0.73524,
19217,0.74097,
19420,0.74669,
19623,0.75242,
19827,0.75814,
20030,0.76386,
20217,0.76959,
20386,0.77558,
20555,0.78129,
20702,0.787,
20845,0.79272,
20966,0.79843,
21085,0.80416,
21196,0.80988,
21290,0.81561,
21384,0.82133,
21470,0.82706,
21539,0.83278,
21609,0.83851,
21678,0.84423,
21748,0.84996,
21817,0.85568,
21871,0.86141,
21926,0.86713,
21981,0.87286,
22035,0.87858,
22090,0.88431,
22145,0.89003,
22199,0.89576,
22254,0.90148,
22309,0.90721,
22362,0.91293,
22410,0.91866,
22459,0.92438,
22508,0.93011,
22557,0.93583,
22606,0.94156,
22655,0.94728,
22704,0.95301,
22752,0.95873,
22801,0.96446,
22850,0.97018,
22899,0.97591,
22948,0.98163,
22995,0.98736,
23041,0.99308,
23087,0.99881,
23133,1.0045,
23180,1.0103,
23226,1.016,
23272,1.0217,
23318,1.0274,
23333,1.0332,
23392,1.0389,
23445,1.0446,
23497,1.0503,
23542,1.0561,
23585,1.0618,
23628,1.0675,
23672,1.0732,
23715,1.079,
23758,1.0847,
23801,1.0904,
23845,1.0961,
23888,1.1019,
23931,1.1076,
23975,1.1133,
24018,1.119,
24061,1.1248,
24104,1.1305,
24143,1.1362,
24182,1.1419,
24221,1.1477,
24259,1.1534,
24297,1.1591,
24335,1.1648,
24374,1.1706,
24412,1.1763,
24450,1.182,
24488,1.1877,
24526,1.1935,
24564,1.1992,
24602,1.2049,
24641,1.2106,
24679,1.2164,
24717,1.2221,
24755,1.2278,
24793,1.2335,
24831,1.2393,
