24869,1.245,
24907,1.2507,
24946,1.2564,
24984,1.2622,
24986,1.2679,
25021,1.2736,
25056,1.2793,
25091,1.2851,
25123,1.2908,
25153,1.2965,
25182,1.3022,
25211,1.308,
25240,1.3137,
25272,1.3194,
25308,1.3251,
25344,1.3309,
25379,1.3366,
25410,1.3423,
25441,1.348,
25471,1.3538,
25502,1.3595,
25533,1.3652,
25564,1.3709,
25595,1.3767,
25626,1.3824,
25657,1.3881,
25688,1.3938,
25719,1.3996,
25750,1.4053,
25781,1.411,
25812,1.4167,
25843,1.4225,
25873,1.4282,
25901,1.4339,
25930,1.4396,
25958,1.4454,
25986,1.4511,
26014,1.4568,
26043,1.4625,
26071,1.4683,
26099,1.474,
26127,1.4797,
26155,1.4854,
26184,1.4912,
26212,1.4969,
26240,1.5026,
26268,1.5083,
26295,1.5141,
26320,1.5198,
26346,1.5255,
26371,1.5312,
26401,1.537,
26432,1.5427,
26456,1.5484,
26479,1.5541,
26503,1.5598,
26526,1.5656,
26550,1.5713,
26574,1.577,
26597,1.5827,
26621,1.5885,
26644,1.5942,
26668,1.5999,
26691,1.6056,
26715,1.6113,
26739,1.6171,
26762,1.6228,
26786,1.6285,
26808,1.6342,
26829,1.64,
26849,1.6457,
26870,1.6514,
26890,1.6571,
26911,1.6628,
26932,1.6686,
26952,1.6743,
26973,1.68,
26994,1.6857,
27014,1.6915,
27035,1.6972,
27055,1.7029,
27076,1.7086,
27097,1.7144,
27117,1.7201,
27138,1.7258,
27157,1.7315,
27176,1.7372,
27195,1.743,
27214,1.7487,
27232,1.7544,
27251,1.7601,
27270,1.7659,
27289,1.7716,
27308,1.7773,
27326,1.783,
27345,1.7888,
27349,1.7945,
27365,1.8002,
27381,1.8059,
27397,1.8117,
27413,1.8174,
27429,1.8231,
27445,1.8289,
27461,1.8346,
27477,1.8403,
27492,1.846,
27508,1.8518,
27523,1.8575,
27539,1.8632,
27554,1.8689,
27569,1.8747,
27585,1.8804,
27600,1.8861,
27616,1.8918,
27631,1.8976,
27647,1.9033,
27662,1.909,
27678,1.9147,
27693,1.9205,
27708,1.9262,
27724,1.9319,
27739,1.9376,
27755,1.9434,
27770,1.9491,
27786,1.9548,
27801,1.9605,
27817,1.9663,
27832,1.972,
27848,1.9777,
27863,1.9834,
27877,1.9892,
27890,1.9949,
27904,2.0006,
27917,2.0063,
27930,2.0121,
27943,2.0178,
27956,2.0235,
27968,2.0292,
27980,2.035,
27992,2.0407,
28005,2.0464,
28018,2.0521,
28031,2.0579,
28043,2.0636,
28056,2.0693,
28069,2.075,
28082,2.0808,
28095,2.0865,
28108,2.0922,
28121,2.0979,
28134,2.1037,
28147,2.1094,
28160,2.1151,
28173,2.1208,
28186,2.1266,
28199,2.1323,
28212,2.138,
28225,2.1438,
28237,2.1495,
28250,2.1552,
28263,2.1609,
28247,2.1667,
28270,2.1724,
28273,2.1781,
28278,2.1838,
28290,2.1896,
28302,2.1953,
28314,2.201,
28326,2.2067,
28338,2.2125,
28350,2.2182,
28362,2.2239,
28374,2.2296,
28386,2.2354,
28398,2.2411,
28410,2.2468,
28422,2.2525,
28434,2.2583,
28484,2.264,
28507,2.2697,
28518,2.2754,
28530,2.2812,
28541,2.2869,
28553,2.2926,
28565,2.2984,
28576,2.3041,
28588,2.3098,
28599,2.3155,
28611,2.3213,
28622,2.327,
28634,2.3327,
28645,2.3384,
28657,2.3442,
28668,2.3499,
28680,2.3556,
28691,2.3613,
28703,2.3671,
28714,2.3728,
28726,2.3785,
28738,2.3842,
28749,2.39,
28761,2.3957,
28772,2.4014,
28784,2.4071,
28795,2.4129,
28807,2.4186,
28818,2.4243,
28829,2.4301,
28839,2.4358,
28850,2.4415,
28860,2.4472,
28871,2.453,
28881,2.4587,
28892,2.4644,
28902,2.4701,
28877,2.4757,
28891,2.4814,
28905,2.4872,
28919,2.4929,
28932,2.4986,
28946,2.5043,
28960,2.5101,
28969,2.5158,
28977,2.5215,
28997,2.5273,
29011,2.533,
29022,2.5387,
29034,2.5444,
29045,2.5502,
29056,2.5559,
29067,2.5616,
29079,2.5673,
29090,2.5731,
29101,2.5788,
29112,2.5845,
29124,2.5902,
29135,2.596,
29146,2.6017,
29157,2.6074,
29169,2.6131,
29180,2.6189,
29191,2.6246,
29202,2.6303,
29214,2.636,
29225,2.6418,
29236,2.6475,
29247,2.6532,
29258,2.6589,
29270,2.6647,
29281,2.6704,
29292,2.6761,
29303,2.6818,
29315,2.6876,
29326,2.6933,
29337,2.699,
29348,2.7047,
29360,2.7105,
29370,2.7162,
29380,2.7219,
29391,2.7276,
29401,2.7334,
29411,2.7391,
29421,2.7448,
29432,2.7505,
29442,2.7563,
29452,2.762,
29463,2.7677,
29473,2.7734,
29483,2.7792,
29494,2.7849,
29504,2.7906,
29514,2.7963,
29524,2.8021,
29534,2.8078,
29544,2.8135,
29554,2.8192,
29564,2.825,
29574,2.8307,
29584,2.8364,
29594,2.8421,
29605,2.8479,
29615,2.8536,
29625,2.8593,
29635,2.865,
29645,2.8708,
29655,2.8765,
29665,2.8822,
29675,2.8879,
29685,2.8937,
29695,2.8994,
29705,2.9051,
29715,2.9108,
29725,2.9166,
29736,2.9223,
29746,2.928,
29756,2.9338,
29766,2.9395,
29776,2.9452,
29786,2.9509,
29796,2.9567,
29806,2.9624,
29816,2.9681,
29824,2.9738,
29831,2.9796,
29834,2.9853,
29844,2.991,
29855,2.9967,
29865,3.0025,
29876,3.0082,
29886,3.0139,
29897,3.0196,
29907,3.0254,
29918,3.0311,
29928,3.0368,
29939,3.0425,
29949,3.0483,
29960,3.054,
29970,3.0597,
29981,3.0654,
29991,3.0712,
30002,3.0769,
30012,3.0826,
30023,3.0883,
30033,3.0941,
30044,3.0998,
30054,3.1055,
30065,3.1112,
30075,3.117,
30086,3.1227,
30096,3.1284,
30105,3.1341,
30115,3.1399,
30124,3.1456,
30134,3.1513,
30143,3.157,
30152,3.1628,
30162,3.1685,
30171,3.1742,
30181,3.1799,
30190,3.1857,
30200,3.1914,
30209,3.1971,
30218,3.2029,
30228,3.2089,
30237,3.2146,
30247,3.2203,
30257,3.226,
30267,3.2318,
30277,3.2375,
30287,3.2432,
30297,3.2489,
30307,3.2547,
30316,3.2604,
30326,3.2661,
30336,3.2718,
30346,3.2776,
30356,3.2833,
30366,3.289,
30376,3.2947,
30386,3.3005,
30395,3.3062,
30405,3.3119,
30415,3.3176,
30425,3.3234,
30435,3.3291,
30445,3.3348,
30455,3.3405,
30465,3.3463,
30475,3.352,
30484,3.3577,
30494,3.3634,
30504,3.3692,
30514,3.3749,
30524,3.3806,
30534,3.3863,
30544,3.3921,
30554,3.3978,
30564,3.4035,
30574,3.4092,
30584,3.415,
30594,3.4207,
30604,3.4264,
30614,3.4321,
30625,3.4379,
30635,3.4436,
30645,3.4493,
30654,3.455,
30664,3.4608,
30674,3.4665,
30684,3.4722,
30694,3.4779,
30704,3.4836,
30713,3.4893,
30723,3.495,
30733,3.5007,
30743,3.5064,
30753,3.5121,
30763,3.5178,
30772,3.5235,
30782,3.5293,
30792,3.535,
30802,3.5407,
30812,3.5464,
30822,3.5522,
30831,3.5579,
30841,3.5636,
30851,3.5694,
30861,3.5751,
30871,3.5808,
30881,3.5865,
30891,3.5923,
30900,3.598,
30910,3.6037,
30919,3.6094,
30926,3.6152,
30933,3.6209,
30940,3.6266,
30947,3.6323,
30954,3.6381,
30964,3.6438,
30975,3.6495,
30986,3.6552,
30997,3.661,
31008,3.6667,
31019,3.6724,
31030,3.6781,
31041,3.6839,
31052,3.6896,
31063,3.6953,
31078,3.701,
31102,3.7068,
31115,3.7125,
31127,3.7182,
31139,3.7238,
31151,3.7294,
31163,3.7351,
31175,3.7408,
31187,3.7466,
31199,3.7523,
31211,3.758,
31223,3.7637,
31234,3.7695,
31246,3.7752,
31258,3.7809,
31270,3.7866,
31282,3.7924,
31294,3.7981,
31306,3.8038,
31318,3.8096,
31330,3.8153,
31342,3.821,
31354,3.8267,
31366,3.8325,
31378,3.8382,
31390,3.8439,
31401,3.8496,
31413,3.8554,
31425,3.8611,
31437,3.8668,
31449,3.8725,
31461,3.8783,
31473,3.884,
31485,3.8897,
31497,3.8954,
31509,3.9012,
31521,3.9069,
31533,3.9126,
31545,3.9183,
31557,3.9241,
31571,3.9298,
31584,3.9355,
31598,3.9412,
31612,3.947,
31625,3.9527,
31639,3.9584,
31652,3.9641,
31666,3.9699,
31679,3.9756,
31693,3.9813,
31706,3.987,
31720,3.9928,
31733,3.9985,
31747,4.0042,
31760,4.0099,
31774,4.0157,
31787,4.0214,
31801,4.0271,
31814,4.0328,
31828,4.0386,
31842,4.0443,
31855,4.05,
31869,4.0558,
31882,4.0615,
31896,4.0672,
31910,4.0729,
31924,4.0787,
31937,4.0844,
31951,4.0901,
31965,4.0958,
31979,4.1016,
31993,4.1073,
32006,4.113,
32020,4.1187,
32034,4.1245,
32048,4.1302,
32061,4.1359,
32075,4.1416,
32089,4.1474,
32103,4.1531,
32117,4.1588,
32131,4.1645,
32145,4.1703,
32158,4.176,
32172,4.1817,
32186,4.1874,
32200,4.1932,
32242,4.1989,
32258,4.2046,
32274,4.2103,
32290,4.2161,
32305,4.2218,
32321,4.2275,
32336,4.2332,
32351,4.239,
32367,4.2447,
32382,4.2504,
32397,4.2561,
32413,4.2619,
32428,4.2676,
32444,4.2733,
32459,4.279,
32474,4.2848,
32490,4.2905,
32505,4.2962,
32520,4.302,
32536,4.3077,
32551,4.3134,
32566,4.3191,
32582,4.3249,
32597,4.3306,
32612,4.3363,
32628,4.342,
32643,4.3478,
32659,4.3535,
32674,4.3592,
32689,4.3649,
32705,4.3707,
32720,4.3764,
32735,4.3821,
32751,4.3878,
32766,4.3936,
32781,4.3993,
32796,4.405,
32811,4.4107,
32826,4.4165,
32841,4.4222,
32856,4.4279,
32871,4.4336,
32886,4.4394,
32901,4.4451,
32916,4.4508,
32931,4.4565,
32946,4.4623,
32961,4.468,
32976,4.4737,
32991,4.4794,
33006,4.4852,
33021,4.4909,
33036,4.4966,
33052,4.5023,
33067,4.5081,
33083,4.5138,
33098,4.5195,
33114,4.5252,
33130,4.531,
33145,4.5367,
33161,4.5424,
33176,4.5482,
33192,4.5539,
33208,4.5596,
33223,4.5653,
33239,4.5711,
33254,4.5768,
33270,4.5825,
33285,4.5882,
33301,4.594,
33317,4.5997,
33332,4.6054,
33348,4.6111,
33363,4.6169,
33379,4.6226,
33395,4.6283,
33410,4.634,
33426,4.6398,
33441,4.6455,
33457,4.6512,
33473,4.6569,
33488,4.6627,
33504,4.6684,
33519,4.6741,
33535,4.6798,
33551,4.6856,
33566,4.6913,
33582,4.697,
33597,4.7027,
33613,4.7085,
33629,4.7142,
33644,4.7199,
33660,4.7256,
33675,4.7314,
33691,4.7371,
33707,4.7428,
33724,4.7485,
33742,4.7543,
33759,4.76,
33777,4.7657,
33794,4.7714,
33812,4.7772,
33830,4.7829,
33847,4.7886,
33864,4.7944,
33881,4.8001,
33897,4.8058,
33914,4.8115,
33931,4.8173,
33947,4.823,
33964,4.8287,
33981,4.8344,
33997,4.8402,
34014,4.8459,
34031,4.8516,
34047,4.8573,
34064,4.8631,
34081,4.8688,
34097,4.8745,
34114,4.8802,
34131,4.886,
34147,4.8917,
34164,4.8974,
34181,4.9031,
34197,4.9089,
34214,4.9146,
34231,4.9203,
34247,4.926,
34264,4.9318,
34281,4.9375,
34241,4.9432,
34265,4.9489,
34290,4.9547,
34308,4.9604,
34326,4.9661,
34343,4.9718,
34360,4.9776,
34377,4.9833,
34395,4.989,
34412,4.9947,
34429,5.0005,
34446,5.0062,
34464,5.0119,
34481,5.0176,
34498,5.0234,
34516,5.0291,
34533,5.0348,
34550,5.0406,
34567,5.0463,
34585,5.052,
34602,5.0577,
34619,5.0635,
34637,5.0692,
34654,5.0749,
34671,5.0806,
34688,5.0864,
34706,5.0921,
34723,5.0978,
34741,5.1035,
34758,5.1093,
34776,5.115,
34794,5.1207,
34812,5.1264,
34830,5.1322,
34848,5.1379,
34866,5.1436,
34884,5.1493,
34901,5.1551,
34919,5.1608,
34937,5.1665,
34955,5.1722,
34973,5.178,
34991,5.1837,
35009,5.1894,
35027,5.1951,
35044,5.2009,
35062,5.2066,
35080,5.2123,
35098,5.218,
35116,5.2238,
35134,5.2295,
35152,5.2352,
35170,5.2409,
35188,5.2467,
35206,5.2524,
35224,5.2581,
35242,5.2638,
35260,5.2696,
35278,5.2753,
35296,5.281,
35313,5.2868,
35331,5.2925,
35349,5.2982,
35367,5.3039,
35384,5.3097,
35402,5.3154,
35420,5.3211,
35438,5.3268,
35455,5.3326,
35473,5.3383,
35491,5.344,
35509,5.3497,
35527,5.3555,
35544,5.3612,
35562,5.3669,
35580,5.3726,
35598,5.3784,
35615,5.3841,
35633,5.3898,
35651,5.3955,
35669,5.4013,
35686,5.407,
35704,5.4127,
35721,5.4184,
35738,5.4242,
35755,5.4299,
35772,5.4356,
35790,5.4413,
35809,5.4471,
35828,5.4528,
35847,5.4585,
35866,5.4642,
35885,5.47,
35904,5.4757,
35923,5.4814,
35942,5.4871,
35961,5.4929,
35980,5.4986,
35999,5.5043,
36018,5.51,
36037,5.5158,
36056,5.5215,
36075,5.5272,
36094,5.533,
36112,5.5387,
36131,5.5444,
36152,5.5501,
36172,5.5559,
36192,5.5616,
36212,5.5673,
36232,5.573,
36252,5.5788,
36272,5.5845,
36292,5.5902,
36312,5.5959,
36332,5.6017,
36352,5.6074,
36372,5.6131,
36392,5.6188,
36412,5.6246,
36433,5.6303,
36452,5.636,
36471,5.6417,
36490,5.6475,
36509,5.6532,
36528,5.6589,
36547,5.6646,
36566,5.6704,
36578,5.6761,
36578,5.6818,
36590,5.6875,
36605,5.6933,
36628,5.699,
36652,5.7047,
