391,2,,,,,
566,4,,,,,
736,6,,,,,
889,8,,,,,
1112,10,,,,,
1381,12,,,,,
1616,14,,,,,
1814,16,,,,,
2052,18,,,,,
2298,20,,,,,
2502,22,,,,,
2783,24,,,,,
3017,26,,,,,
3225,28,,,,,
3517,30,,,,,
3756,32,,,,,
3988,34,,,,,
4192,36,,,,,
4406,38,,,,,
4682,40,,,,,
