2.7628,0.0033414
16.881,0.014433
23.154,0.025621
29.428,0.036776
35.196,0.04798
35.127,0.0591
35.058,0.070245
34.989,0.081399
34.92,0.092539
34.85,0.10375
34.781,0.11485
34.712,0.12602
34.643,0.1372
34.574,0.14835
34.504,0.15948
34.435,0.17069
34.366,0.18181
34.297,0.19296
34.228,0.2041
34.158,0.21528
34.089,0.22639
34.02,0.23754
33.951,0.24875
33.881,0.25986
33.812,0.27106
33.743,0.28219
33.638,0.29337
33.399,0.30451
33.161,0.31567
32.923,0.32683
32.685,0.33794
32.447,0.34915
32.209,0.36028
31.971,0.37145
31.712,0.38256
31.317,0.39376
30.922,0.40486
30.528,0.41604
30.133,0.42723
29.738,0.43835
29.343,0.44955
28.949,0.46069
28.554,0.47183
28.159,0.48297
27.764,0.49416
36.194,0.50529
36.146,0.51643
36.098,0.52758
36.05,0.53874
36.002,0.54987
35.954,0.56107
35.906,0.57217
37.978,0.58337
41.901,0.59453
49.002,0.60566
82.773,0.61683
116.54,0.62726
156.13,0.63842
186.77,0.64958
215.39,0.66068
244,0.67181
272.62,0.683
297.3,0.69419
319.86,0.70529
342.42,0.71643
367.62,0.72763
387.49,0.73876
407.27,0.74994
427.05,0.7611
443.47,0.77221
451.82,0.78342
468.16,0.79452
484.49,0.80568
500.83,0.81685
517.16,0.82801
533.5,0.83913
549.83,0.85032
566.17,0.86144
582.99,0.87261
600.9,0.88378
618.8,0.89496
640.99,0.9061
664.59,0.91722
688.18,0.92844
711.77,0.93957
735.37,0.95069
758.96,0.96188
782.56,0.97303
806.27,0.98417
830.51,0.99535
854.74,1.0065
878.98,1.0176
903.22,1.0288
927.46,1.04
951.7,1.0511
975.93,1.0622
1000.2,1.0734
1024.4,1.0846
1048.6,1.0957
1072.5,1.1069
1095.7,1.118
1118.8,1.1292
1141.9,1.1403
1165.1,1.1515
1188.2,1.1626
1210.4,1.1738
1232.1,1.1849
1253.7,1.1961
1275.3,1.2073
1296.9,1.2184
1318.6,1.2296
1340.2,1.2407
1361.8,1.2519
1383.5,1.263
1405.1,1.2742
1425.6,1.2854
1445.5,1.2965
1465.4,1.3076
1485.3,1.3188
1505.2,1.3299
1525.2,1.3411
1544.6,1.3523
1562.6,1.3634
1580.7,1.3746
1598.7,1.3857
1616.7,1.3969
1634.9,1.408
1653,1.4192
1671.2,1.4303
1689.4,1.4415
1707.5,1.4527
1725.7,1.4638
1743.9,1.475
1764.3,1.4861
1786.1,1.4973
1807.9,1.5084
1829.7,1.5196
1851.5,1.5308
1873.3,1.5419
1895.1,1.5531
1916.9,1.5642
1938.7,1.5753
1962.4,1.5865
1987,1.5977
2011.7,1.6089
2036.4,1.6199
2061.1,1.6312
2085.7,1.6423
2110.4,1.6535
2135.1,1.6646
2159.8,1.6758
2184.4,1.6869
2209.1,1.6981
2233.8,1.7092
2264.2,1.7204
2291.6,1.7315
2319.1,1.7427
2346.5,1.7538
2374,1.765
2401.4,1.7762
2428.9,1.7873
2456.3,1.7984
2483.8,1.8096
2511.2,1.8208
2538.7,1.8319
2566.8,1.843
2595,1.8542
2623.3,1.8654
2651.6,1.8766
2679.8,1.8877
2708.1,1.8989
2738.2,1.91
2768.6,1.9212
2799,1.9323
2829.4,1.9435
2859.8,1.9546
2890.2,1.9658
2920.7,1.9769
2951.1,1.9881
2981.5,1.9993
3011.9,2.0104
3042.3,2.0216
3074.9,2.0328
3108.3,2.0439
3141.6,2.055
3174.9,2.0661
3208.2,2.0773
3241.5,2.0885
3274.8,2.0996
3308.1,2.1108
3341.4,2.122
3374.7,2.1331
3408,2.1443
3441.4,2.1554
3474.7,2.1666
3508,2.1777
3541.3,2.1889
3574.6,2.2
3607.9,2.2112
3641.3,2.2224
3677.1,2.2335
3712.9,2.2446
3748.7,2.2558
3784.6,2.267
3820.4,2.2781
3856.2,2.2893
3892,2.3004
3927.8,2.3116
3963.6,2.3228
3999.5,2.3339
4035.3,2.3451
4071.1,2.3562
4106.9,2.3673
4150.6,2.3785
4188.5,2.3897
4226.4,2.4008
4264.4,2.412
4302.3,2.4232
4340.2,2.4343
4378.1,2.4454
4416,2.4566
4454,2.4677
4492,2.4789
4531.4,2.4901
4570.8,2.5012
4610.2,2.5124
4649.5,2.5235
4688.9,2.5346
4728.3,2.5458
4767.7,2.557
4807.2,2.5681
4848.2,2.5793
4889.2,2.5905
4930.2,2.6016
4971.2,2.6127
5012.2,2.624
5053.2,2.6351
5094.2,2.6462
5135.3,2.6574
5176.3,2.6685
5217.3,2.6797
5258.5,2.6908
5300.3,2.702
5342.2,2.7132
