0.53478,0.000078879
0.58844,0.0016887
0.6421,0.002489
0.69576,0.0034554
0.74942,0.0044803
0.80308,0.005334
0.85674,0.0065218
0.9104,0.0071527
0.96406,0.0083914
1.0177,0.0090941
1.0714,0.010362
1.125,0.011033
1.1787,0.012236
1.2324,0.012882
1.286,0.014239
1.3397,0.014797
1.3933,0.016094
1.447,0.016696
1.5007,0.017968
1.5543,0.018773
1.608,0.019768
5.4565,0.020815
9.4432,0.021382
13.43,0.022897
17.417,0.023622
21.403,0.024447
25.39,0.025348
29.377,0.026248
33.363,0.027148
37.35,0.028048
41.899,0.028999
47.214,0.029956
52.529,0.030913
57.844,0.03187
63.159,0.032827
68.473,0.033784
73.788,0.034741
79.103,0.035698
84.418,0.036655
89.733,0.037612
95.048,0.038569
100.36,0.039526
105.52,0.040484
110.65,0.041441
115.78,0.042398
120.91,0.043355
126.04,0.044312
131.17,0.045269
136.3,0.046226
141.42,0.047183
146.55,0.04814
151.68,0.049097
156.81,0.050054
161.94,0.051011
167.07,0.051969
172.2,0.052926
177.33,0.053883
182.46,0.05484
187.59,0.055797
192.72,0.056754
197.85,0.057711
202.97,0.058668
208.1,0.059625
213.23,0.060582
218.36,0.061539
223.49,0.062496
228.62,0.063453
233.75,0.064411
239.77,0.065368
247.35,0.066325
254.94,0.067282
262.53,0.068239
270.12,0.069196
277.71,0.070153
285.29,0.07111
292.88,0.072067
300.47,0.073024
308.06,0.073981
315.64,0.074938
323.23,0.075895
330.82,0.076853
338.41,0.07781
346,0.078767
353.58,0.079724
361.17,0.080681
368.76,0.081638
376.35,0.082595
383.93,0.083552
391.52,0.084509
399.11,0.085466
406.7,0.086423
414.29,0.08738
421.87,0.088337
429.46,0.089295
437.05,0.090252
444.64,0.091209
452.22,0.092166
459.81,0.093123
467.4,0.09408
474.99,0.095037
482.58,0.095994
490.16,0.096951
497.75,0.097908
505.34,0.098865
512.93,0.099822
520.52,0.10078
528.1,0.10174
535.69,0.10269
543.28,0.10365
550.87,0.10461
558.78,0.10556
568,0.10652
577.22,0.10748
586.44,0.10844
595.67,0.10939
604.89,0.11035
614.11,0.11131
623.33,0.11226
632.55,0.11322
641.77,0.11418
650.99,0.11514
660.21,0.11609
669.44,0.11705
678.66,0.11801
691.02,0.11896
705.11,0.11992
719.21,0.12088
733.3,0.12184
